iter	Logloss
117	0.5022013282
118	0.5020025055
119	0.5016879747
120	0.5013714945
121	0.5011300835
122	0.5007846121
123	0.5005839278
124	0.5004874248
125	0.5003464074
126	0.5001042989
127	0.4998680085
128	0.4995846495
129	0.4992593067
130	0.4990410693
131	0.4987837744
132	0.4985231897
133	0.4984158179
134	0.4981025193
135	0.4979359309
136	0.4977306238
137	0.4974997231
138	0.4973699017
139	0.4971054476
140	0.4968896324
141	0.4966639841
142	0.4964625593
143	0.4962009579
144	0.4960356227
145	0.495979797
146	0.4958388217
147	0.4955440583
148	0.4953990211
149	0.495179676
150	0.494955502
151	0.4948844613
152	0.4946995709
153	0.4944645502
154	0.4941693214
155	0.4940269316
156	0.4938699955
157	0.4936677081
158	0.4935672898
159	0.4933875911
160	0.4933295422
161	0.4931847601
162	0.4929983178
163	0.4929724819
164	0.4927244595
165	0.4926246805
166	0.4923382484
167	0.4921854912
168	0.4920496543
169	0.4918690688
170	0.4916797433
171	0.4915005911
172	0.491427159
173	0.4913316651
174	0.491128311
175	0.4909784439
176	0.4907653544
177	0.4906585733
178	0.4905474154
179	0.4904823048
180	0.490372899
181	0.490118552
182	0.4899942579
183	0.4897547316
184	0.4895695369
185	0.48944934
186	0.4893632257
187	0.4892346685
188	0.4891222164
189	0.4890810737
190	0.4888904176
191	0.4887677442
192	0.4886349685
193	0.4885235191
194	0.4883491251
195	0.4881485952
196	0.488079233
197	0.4878976299
198	0.487758921
199	0.487705116
200	0.4876596698
201	0.4874559077
202	0.4873509541
203	0.4872874361
204	0.4871839114
205	0.4870855532
206	0.4869393402
207	0.4867345947
208	0.4866130486
209	0.4864719255
210	0.4864144273
211	0.4863713503
212	0.4863334998
213	0.4862249085
214	0.4861018435
215	0.4859443571
216	0.4858689795
217	0.485775048
218	0.4856266344
219	0.4855244781
220	0.4854236891
221	0.4851781983
222	0.4851380679
223	0.485061712
224	0.4848592141
225	0.4847412616
226	0.4846375576
227	0.4844226269
228	0.4843446513
229	0.4842852344
230	0.4841386439
231	0.4840622207
232	0.4839714645
233	0.4837896952
234	0.4836603757
235	0.4835234141
236	0.4834022624
237	0.4833298265
238	0.4832531386
239	0.4830620078
240	0.4828962791
241	0.4827395456
242	0.4825380883
243	0.4824737505
244	0.4824042933
245	0.4823112688
246	0.4822567499
247	0.4821136135
248	0.4820198435
249	0.4819244905
250	0.4818532032
251	0.48173579
252	0.4816683657
253	0.4816127889
254	0.4814702683
255	0.4813562427
256	0.4812932965
257	0.4811966421
258	0.4811545492
259	0.4810028628
260	0.4809715819
261	0.4808204988
262	0.4806918012
263	0.4806189951
264	0.4805378772
265	0.4804924271
266	0.480381479
267	0.4802920987
268	0.4801601757
269	0.4801308568
270	0.4800678647
271	0.4799517475
272	0.4798484563
273	0.479566247
274	0.4793820984
275	0.4792470264
276	0.479115888
277	0.4790450524
278	0.4790096974
279	0.4789331207
280	0.4788434167
281	0.4787384547
282	0.4786271984
283	0.4784792353
284	0.4784145431
285	0.4783462011
286	0.4782581016
287	0.4782231556
288	0.4780896471
289	0.4780361218
290	0.4780011943
291	0.477905275
292	0.4778608127
293	0.4777249165
294	0.4776235299
295	0.4775446541
296	0.4774906656
297	0.4773922341
298	0.4772462873
299	0.4771906295
300	0.4771292992
301	0.477026582
302	0.4769953093
303	0.4769674355
304	0.4769211483
305	0.4767885038
306	0.476744909
307	0.4766306992
308	0.4765132571
309	0.4764501417
310	0.4763601197
311	0.4762879374
312	0.4762357606
313	0.4761360221
314	0.4760952143
315	0.4760066854
316	0.47591896
317	0.4758643748
318	0.4758273933
319	0.4757242042
320	0.4756138965
321	0.4755742298
322	0.4753145165
323	0.4752976518
324	0.4752396285
325	0.4752086785
326	0.475142104
327	0.4749687893
328	0.4749111018
329	0.4748896754
330	0.4747217849
331	0.474678307
332	0.4744778844
333	0.4744191923
334	0.4742877038
335	0.4741988901
336	0.4741115035
337	0.474025105
338	0.4739640924
339	0.4738646453
340	0.4737606583
341	0.4736499151
342	0.4736146961
343	0.473545633
344	0.4734978424
345	0.4733907657
346	0.4733466148
347	0.473289589
348	0.4731793604
349	0.4731297811
350	0.4730979164
351	0.4730553023
352	0.4729850488
353	0.4729763028
354	0.4728432198
355	0.4726732309
356	0.472627177
357	0.4725478761
358	0.472486483
359	0.4722871094
360	0.4721825718
361	0.4721124095
362	0.4720712778
363	0.4719372647
364	0.4719063374
365	0.4717824508
366	0.4717196653
367	0.4716412252
368	0.4715603262
369	0.4714192647
370	0.4712659526
371	0.4712275768
372	0.471149693
373	0.4710443796
374	0.4709271584
375	0.4708794669
376	0.4707821181
377	0.4706451213
378	0.4705634731
379	0.4704434624
380	0.4703712338
381	0.4703068954
382	0.4702594221
383	0.4701995555
384	0.4700710897
385	0.4699377099
386	0.4699002084
387	0.4697939495
388	0.4696521994
389	0.4696220529
390	0.4695768494
391	0.469484179
392	0.4693859388
393	0.4692899748
394	0.4692886718
395	0.4691936711
396	0.4690337065
397	0.4688009504
398	0.4687635195
399	0.4686718806
400	0.4686057726
401	0.4684107247
402	0.468387751
403	0.46829965
404	0.4682574055
405	0.4681975138
406	0.4681266248
407	0.4680820862
408	0.4680301489
409	0.4679865293
410	0.4678849463
411	0.4678308608
412	0.4677529022
413	0.4676928502
414	0.4675578171
415	0.4674739813
416	0.4673770229
417	0.4672906618
418	0.4672074938
419	0.4670866205
420	0.4670353426
421	0.4669852591
422	0.4668995531
423	0.46675801
424	0.4667082754
425	0.466659538
426	0.4665246842
427	0.4664636703
428	0.4663818676
429	0.46630476
430	0.4662465901
431	0.4662246177
432	0.466048837
433	0.4659929742
434	0.4658927468
435	0.4656995516
436	0.4656506922
437	0.4656230585
438	0.4655697554
439	0.4655019904
440	0.465379787
441	0.4653354572
442	0.4653021028
443	0.4652342939
444	0.4651391956
445	0.4650770513
446	0.4649462211
447	0.4649092711
448	0.4648804831
449	0.464772403
450	0.4647015369
451	0.4646125517
452	0.464584964
453	0.4645440844
454	0.4644686263
455	0.4643862708
456	0.464197393
457	0.4641607948
458	0.4641245815
459	0.4640894054
460	0.4640390486
461	0.4639464018
462	0.4639151328
463	0.4638645664
464	0.4637520764
465	0.4637017006
466	0.4636880024
467	0.46356563
468	0.4634037331
469	0.4633057975
470	0.4632127838
471	0.4630968127
472	0.4630352489
473	0.4629326547
474	0.462782185
475	0.4626849285
476	0.462638357
477	0.462566092
478	0.4624983954
479	0.4623897354
480	0.4623357835
481	0.4622025613
482	0.4621776087
483	0.4621373571
484	0.4621049016
485	0.4620750583
486	0.462057613
487	0.4620032264
488	0.4619119353
489	0.4618138775
490	0.4617096793
491	0.4616313413
492	0.4615571412
493	0.4615384045
494	0.4615191032
495	0.4613797918
496	0.4613609981
497	0.4613053649
498	0.4612864807
499	0.4611572354
500	0.4610458058
501	0.4609444176
502	0.4608314631
503	0.4607759475
504	0.4606829149
505	0.4606345742
506	0.4605311356
507	0.4604918769
508	0.4604414571
509	0.4603774153
510	0.4603302325
511	0.4602582705
512	0.4602081636
513	0.4601729167
514	0.460110823
515	0.4600829169
516	0.4599971702
517	0.4599154932
518	0.4598665875
519	0.4598541757
520	0.4598138039
521	0.4596855258
522	0.4596340734
523	0.4595556668
524	0.4594953829
525	0.4594166194
526	0.4592592034
527	0.4591683133
528	0.4590689343
529	0.4589868779
530	0.4589301189
531	0.4588851951
532	0.4588691081
533	0.4587882068
534	0.4587413957
535	0.4586072788
536	0.4585464839
537	0.4585233709
538	0.4583958298
539	0.4582549874
540	0.4582232071
541	0.458166473
542	0.4580079779
543	0.4579255496
544	0.4578251969
545	0.457629094
546	0.4575738971
547	0.4574572106
548	0.457409322
549	0.4572985756
550	0.4571843058
551	0.4570723092
552	0.4569057515
553	0.4567327143
554	0.4566361802
555	0.4565062017
556	0.4564746434
557	0.4564230042
558	0.4563965816
559	0.4563928484
560	0.4562171302
561	0.4560946407
562	0.4560048304
563	0.4559183703
564	0.4558251052
565	0.4557642548
566	0.4557514336
567	0.455617218
568	0.4555501749
569	0.4555223218
570	0.455427194
571	0.4553297796
572	0.4551851493
573	0.4550878258
574	0.4549687257
575	0.4549469952
576	0.4549328659
577	0.4548315751
578	0.4547788407
579	0.4547569298
580	0.4547341649
581	0.4546523111
582	0.454617311
583	0.4545222393
584	0.4544794989
585	0.4544642739
586	0.4543685477
587	0.4542979501
588	0.4542515542
589	0.4542129725
590	0.4541388736
591	0.4541308757
592	0.4540713704
593	0.4539833645
594	0.4538826572
595	0.453838877
596	0.4537567301
597	0.4537323934
598	0.4536990634
599	0.4535833653
600	0.453518626
601	0.4534567322
602	0.4533972407
603	0.4533484574
604	0.4532803133
605	0.453228385
606	0.453167212
607	0.4531054047
608	0.4530646048
609	0.4529379782
610	0.452864089
611	0.4527575466
612	0.4527378348
613	0.4526810868
614	0.4525662142
615	0.4525442357
616	0.4525366644
617	0.4523782564
618	0.4523668613
619	0.4523320512
620	0.4522669176
621	0.4521890008
622	0.4520752796
623	0.4520655382
624	0.4519323227
625	0.4519171802
626	0.4517703827
627	0.4516801441
628	0.4515986667
629	0.4515438016
630	0.451504435
631	0.4513945775
632	0.4513326579
633	0.4513091603
634	0.4512749708
635	0.4511787399
636	0.4510996515
637	0.4510701263
638	0.4510355325
639	0.450969711
640	0.4508914315
641	0.4508756386
642	0.4507512675
643	0.4506660333
644	0.4505290051
645	0.4505246258
646	0.4504639695
647	0.4504605941
648	0.4504139243
649	0.4503881083
650	0.4502312544
651	0.4502191571
652	0.4502096039
653	0.4501899097
654	0.4501673039
655	0.450087349
656	0.4500546319
657	0.4500413171
658	0.4499766301
659	0.4499412902
660	0.4498116346
661	0.4498012444
662	0.4496376202
663	0.4495852804
664	0.4495058098
665	0.4494900479
666	0.4494156168
667	0.4493902687
668	0.4492547122
669	0.4491836118
670	0.4491206724
671	0.4490916667
672	0.4490587487
673	0.4490324505
674	0.4489492444
675	0.4488812733
676	0.4487168326
677	0.4485717249
678	0.4484818707
679	0.4484657538
680	0.4484628576
681	0.4483973755
682	0.4482725251
683	0.4481607671
684	0.4481431715
685	0.4480864096
686	0.4480431619
687	0.4480111539
688	0.4480050301
689	0.4479383062
690	0.4478639541
691	0.4478224704
692	0.4477871467
693	0.4476932941
694	0.4476611928
695	0.4475668053
696	0.4474540013
697	0.4473453378
698	0.4473011997
699	0.4472637992
700	0.4472163224
701	0.4471044837
702	0.4470912742
703	0.446984432
704	0.4469260829
705	0.446880338
706	0.4467935821
707	0.4467751197
708	0.4466689887
709	0.4465444612
710	0.4465038902
711	0.4464760332
712	0.4464639238
713	0.4464509242
714	0.4463821679
715	0.4462335923
716	0.4460715945
717	0.4460054973
718	0.4459940808
719	0.445954973
720	0.4458506039
721	0.445821453
722	0.4457435621
723	0.4457249073
724	0.4456647997
725	0.4456525465
726	0.4456051223
727	0.445593533
728	0.4455251998
729	0.4455058553
730	0.4454334888
731	0.4453376153
732	0.4452113893
733	0.445178644
734	0.4451643878
735	0.4450966338
736	0.445049236
737	0.4449898707
738	0.4448533018
739	0.4447759802
740	0.444760296
741	0.4446553442
742	0.4445839047
743	0.4444788074
744	0.4443155465
745	0.4442245976
746	0.4441951218
747	0.4441801649
748	0.4441256218
749	0.4440218615
750	0.4439260038
751	0.4438217706
752	0.4437649037
753	0.4437494307
754	0.4436982613
755	0.4436193827
756	0.4435468184
757	0.4434806324
758	0.4434770989
759	0.4434179737
760	0.443283304
761	0.4431566544
762	0.4430980884
763	0.4430453907
764	0.4429818707
765	0.442974904
766	0.442954271
767	0.4428662605
768	0.4428328932
769	0.4427164013
770	0.4426311756
771	0.4425891463
772	0.4425653274
773	0.4425462017
774	0.4424247884
775	0.4424167878
776	0.4423569995
777	0.4423387906
778	0.4422639895
779	0.4421614802
780	0.4421575854
781	0.4420919481
782	0.441991091
783	0.4419607444
784	0.4419316098
785	0.4418701516
786	0.4417850075
787	0.4417724736
788	0.4416886371
789	0.4416746531
790	0.441537073
791	0.4415141702
792	0.4414429167
793	0.4413270964
794	0.441177971
795	0.4411672578
796	0.4411301828
797	0.4411103509
798	0.4410627563
799	0.4409654783
800	0.4408390377
801	0.4407734795
802	0.4407119196
803	0.4406935579
804	0.4406353991
805	0.4405626976
806	0.4404777812
807	0.4403442095
808	0.4403119744
809	0.4402398682
810	0.4401668163
811	0.4400563559
812	0.4400086032
813	0.4399464821
814	0.4398404487
815	0.4397951505
816	0.4396369469
817	0.4395323946
818	0.4395279424
819	0.4394649053
820	0.4394168717
821	0.4394091518
822	0.439381752
823	0.4393123173
824	0.4392757742
825	0.4392525795
826	0.439196871
827	0.4390397727
828	0.4389863762
829	0.4388665892
830	0.4387758555
831	0.4387456108
832	0.4386082397
833	0.4384738323
834	0.4384547441
835	0.4383541829
836	0.4383166242
837	0.4382950771
838	0.4382225114
839	0.4381765861
840	0.4380952855
841	0.4380198451
842	0.4380036763
843	0.4379054761
844	0.4377779076
845	0.4377597753
846	0.4376778362
847	0.4376291112
848	0.4375793108
849	0.4375582431
850	0.4375293851
851	0.4374532118
852	0.4373615462
853	0.4373025812
854	0.4372949795
855	0.4372634711
856	0.4372561509
857	0.4371972858
858	0.4370845428
859	0.4369798985
860	0.4369515912
861	0.436926723
862	0.4368696317
863	0.4367946479
864	0.4367195444
865	0.436595445
866	0.4364584561
867	0.4364477626
868	0.4364277153
869	0.4363217931
870	0.4362829343
871	0.436207994
872	0.436139759
873	0.4360730055
874	0.435962783
875	0.4359005629
876	0.4358469288
877	0.4358114596
878	0.4357538111
879	0.4357475813
880	0.435604119
881	0.4355104599
882	0.4354878425
883	0.4354709378
884	0.4354146408
885	0.4353729859
886	0.4353589993
887	0.4352999584
888	0.4352003637
889	0.4351296167
890	0.4350163806
891	0.434890891
892	0.434849831
893	0.4347998276
894	0.4347432134
895	0.434652433
896	0.4345318068
897	0.4344891739
898	0.4344049707
899	0.4343064069
900	0.4343013949
901	0.434216343
902	0.4341805559
903	0.4341039468
904	0.4340856268
905	0.4340413648
906	0.4339344943
907	0.4339260026
908	0.4338488155
909	0.4338378335
910	0.4337640536
911	0.4337406133
912	0.4337176915
913	0.433687501
914	0.4336268874
915	0.4335793138
916	0.4335558757
917	0.4334677028
918	0.4334441001
919	0.4333729737
920	0.4333484408
921	0.4332966331
922	0.4331643082
923	0.4331249221
924	0.4330115668
925	0.4329940188
926	0.4329889632
927	0.4329264887
928	0.4328367378
929	0.4327947397
930	0.4327440599
931	0.432609357
932	0.4326000304
933	0.4325338464
934	0.4324118427
935	0.4323178318
936	0.4322231177
937	0.4321771275
938	0.4321102881
939	0.4320665466
940	0.4320554367
941	0.4319890891
942	0.4319417995
943	0.4319326387
944	0.4319146668
945	0.4318295748
946	0.4317719186
947	0.4317627215
948	0.4317100853
949	0.4316210724
950	0.4315336249
951	0.4314142915
952	0.4312944603
953	0.4311993988
954	0.431157578
955	0.4311129041
956	0.4310970752
957	0.4310741278
958	0.4310208064
959	0.4309690161
960	0.4309180455
961	0.4308803165
962	0.4308367713
963	0.4308260565
964	0.4308046795
965	0.4307548504
966	0.4306967546
967	0.430674512
968	0.4305297042
969	0.430491291
970	0.4304002583
971	0.4303125886
972	0.430252945
973	0.4301703448
974	0.4301580351
975	0.4300886283
976	0.4300070795
977	0.4299375112
978	0.429804143
979	0.4297443887
980	0.4296366562
981	0.4295897581
982	0.4295598163
983	0.4295246796
984	0.4295133867
985	0.429505005
986	0.4294825187
987	0.4294121718
988	0.42940113
989	0.4293757776
990	0.429320686
991	0.4291794127
992	0.4291111968
993	0.4291023938
994	0.4290042231
995	0.4289008185
996	0.4288430082
997	0.4287978563
998	0.4287733054
999	0.4287680531
